id,transaction_id,amount,fraud_probability,prediction,alert_time,severity,date,hour
332,677,105.99,0.811,1,2026-05-15 14:29:07,MEDIUM,2026-05-15,14
333,678,195.66,0.9987,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
334,680,180.0,0.999,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
335,684,1.0,0.9986,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
336,686,1.0,0.9997,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
337,687,0.76,0.9832,1,2026-05-15 14:29:08,HIGH,2026-05-15,14
338,689,1.0,0.9855,1,2026-05-15 14:29:08,HIGH,2026-05-15,14
339,690,78.0,0.9997,1,2026-05-15 14:29:08,HIGH,2026-05-15,14
340,696,7.57,0.9936,1,2026-05-15 14:29:08,HIGH,2026-05-15,14
341,698,44.9,0.9997,1,2026-05-15 14:29:08,HIGH,2026-05-15,14
342,699,1.0,0.9996,1,2026-05-15 14:29:08,HIGH,2026-05-15,14
343,700,1.0,0.9993,1,2026-05-15 14:29:08,HIGH,2026-05-15,14
344,706,0.76,0.9095,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
345,707,24.9,0.7786,1,2026-05-15 14:29:09,MEDIUM,2026-05-15,14
346,708,88.0,0.9992,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
347,713,119.74,0.9997,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
348,714,94.82,0.9997,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
349,715,18.96,0.9977,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
350,716,1.0,0.9997,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
351,717,45.49,0.9997,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
352,720,1.0,0.9996,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
353,722,45.64,0.9995,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
354,724,310.42,0.9997,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
355,725,1.0,0.9993,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
356,726,723.21,0.9996,1,2026-05-15 14:29:09,HIGH,2026-05-15,14
357,727,118.3,0.9997,1,2026-05-15 14:29:10,HIGH,2026-05-15,14
358,728,170.92,0.9997,1,2026-05-15 14:29:10,HIGH,2026-05-15,14
359,729,5.91,0.9918,1,2026-05-15 14:29:10,HIGH,2026-05-15,14
360,730,9.29,0.9866,1,2026-05-15 14:29:10,HIGH,2026-05-15,14
361,731,124.53,0.9996,1,2026-05-15 14:29:10,HIGH,2026-05-15,14
362,732,667.55,0.9997,1,2026-05-15 14:29:10,HIGH,2026-05-15,14
363,738,34.12,0.9997,1,2026-05-15 14:29:10,HIGH,2026-05-15,14
364,740,592.9,0.9996,1,2026-05-15 14:29:10,HIGH,2026-05-15,14
365,754,130.21,0.9996,1,2026-05-15 14:29:11,HIGH,2026-05-15,14
366,757,512.25,0.9997,1,2026-05-15 14:29:11,HIGH,2026-05-15,14
367,759,57.73,0.9997,1,2026-05-15 14:29:11,HIGH,2026-05-15,14
368,761,340.11,0.9997,1,2026-05-15 14:29:11,HIGH,2026-05-15,14
369,763,1.0,0.8428,1,2026-05-15 14:29:11,MEDIUM,2026-05-15,14
370,767,7.18,0.7238,1,2026-05-15 14:29:11,MEDIUM,2026-05-15,14
371,770,227.3,0.9994,1,2026-05-15 14:29:12,HIGH,2026-05-15,14
372,773,1.0,0.9996,1,2026-05-15 14:29:12,HIGH,2026-05-15,14
373,775,0.0,0.7123,1,2026-05-15 14:29:12,MEDIUM,2026-05-15,14
374,778,105.89,0.9964,1,2026-05-15 14:29:12,HIGH,2026-05-15,14
375,779,1.0,0.7257,1,2026-05-15 14:29:12,MEDIUM,2026-05-15,14
376,783,829.41,0.9041,1,2026-05-15 14:29:12,HIGH,2026-05-15,14
377,784,0.0,0.9989,1,2026-05-15 14:29:12,HIGH,2026-05-15,14
378,785,1335.0,0.997,1,2026-05-15 14:29:12,HIGH,2026-05-15,14
379,786,320.0,0.7824,1,2026-05-15 14:29:12,MEDIUM,2026-05-15,14
380,789,4.9,0.9833,1,2026-05-15 14:29:12,HIGH,2026-05-15,14
381,790,0.0,0.9997,1,2026-05-15 14:29:12,HIGH,2026-05-15,14
382,805,104.81,0.8674,1,2026-05-15 14:29:13,MEDIUM,2026-05-15,14
383,806,76.94,0.9994,1,2026-05-15 14:29:13,HIGH,2026-05-15,14
384,808,0.76,0.999,1,2026-05-15 14:29:13,HIGH,2026-05-15,14
385,810,1.0,0.9996,1,2026-05-15 14:29:13,HIGH,2026-05-15,14
386,812,0.76,0.9227,1,2026-05-15 14:29:13,HIGH,2026-05-15,14
387,819,7.61,0.9997,1,2026-05-15 14:29:14,HIGH,2026-05-15,14
388,821,45.03,0.738,1,2026-05-15 14:29:14,MEDIUM,2026-05-15,14
389,825,3.9,0.9997,1,2026-05-15 14:29:14,HIGH,2026-05-15,14
390,828,6.62,0.9984,1,2026-05-15 14:29:14,HIGH,2026-05-15,14
391,829,84.28,0.9994,1,2026-05-15 14:29:14,HIGH,2026-05-15,14
392,831,8.3,0.9996,1,2026-05-15 14:29:14,HIGH,2026-05-15,14
393,835,1.0,0.9844,1,2026-05-15 14:29:15,HIGH,2026-05-15,14
394,844,4.56,0.9997,1,2026-05-15 14:29:15,HIGH,2026-05-15,14
395,848,324.59,0.9833,1,2026-05-15 14:29:15,HIGH,2026-05-15,14
396,850,1.0,0.9996,1,2026-05-15 14:29:15,HIGH,2026-05-15,14
397,854,6.27,0.9996,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
398,855,53.95,0.9997,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
399,856,1.0,0.9996,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
400,858,1.0,0.9996,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
401,859,77.89,0.9974,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
402,861,1.0,0.9996,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
403,862,1.0,0.5471,1,2026-05-15 14:29:16,LOW,2026-05-15,14
404,863,2.22,0.9847,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
405,865,108.51,0.8162,1,2026-05-15 14:29:16,MEDIUM,2026-05-15,14
406,868,139.9,0.9997,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
407,869,99.99,0.9997,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
408,870,45.51,0.9952,1,2026-05-15 14:29:16,HIGH,2026-05-15,14
409,872,9.99,0.9796,1,2026-05-15 14:29:17,HIGH,2026-05-15,14
410,877,99.99,0.9997,1,2026-05-15 14:29:17,HIGH,2026-05-15,14
411,879,1.0,0.9983,1,2026-05-15 14:29:17,HIGH,2026-05-15,14
412,880,0.76,0.6994,1,2026-05-15 14:29:17,LOW,2026-05-15,14
413,881,3.79,0.5903,1,2026-05-15 14:29:17,LOW,2026-05-15,14
414,883,362.55,0.998,1,2026-05-15 14:29:17,HIGH,2026-05-15,14
415,884,5.0,0.9997,1,2026-05-15 14:29:17,HIGH,2026-05-15,14
416,886,720.38,0.9995,1,2026-05-15 14:29:17,HIGH,2026-05-15,14
417,888,1.0,0.9996,1,2026-05-15 14:29:17,HIGH,2026-05-15,14
418,890,0.0,0.9971,1,2026-05-15 14:29:17,HIGH,2026-05-15,14
419,894,8.54,0.9997,1,2026-05-15 14:29:18,HIGH,2026-05-15,14
420,896,1.0,0.9855,1,2026-05-15 14:29:18,HIGH,2026-05-15,14
421,898,3.14,0.9742,1,2026-05-15 14:29:18,HIGH,2026-05-15,14
422,899,35.0,0.9895,1,2026-05-15 14:29:18,HIGH,2026-05-15,14
423,903,12.31,0.9997,1,2026-05-15 14:29:18,HIGH,2026-05-15,14
424,904,319.2,0.9977,1,2026-05-15 14:29:18,HIGH,2026-05-15,14
425,905,1.0,0.7592,1,2026-05-15 14:29:18,MEDIUM,2026-05-15,14
426,908,0.77,0.9856,1,2026-05-15 14:29:18,HIGH,2026-05-15,14
427,910,1.0,0.8161,1,2026-05-15 14:29:18,MEDIUM,2026-05-15,14
428,913,1.0,0.9834,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
429,915,0.0,0.9986,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
430,920,99.99,0.9997,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
431,921,19.04,0.9786,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
432,922,1.0,0.9997,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
433,925,0.76,0.9958,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
434,926,1096.99,0.8006,1,2026-05-15 14:29:19,MEDIUM,2026-05-15,14
435,927,0.0,0.9808,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
436,928,125.3,0.9994,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
437,929,0.0,0.9997,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
438,932,7.59,0.9997,1,2026-05-15 14:29:19,HIGH,2026-05-15,14
439,934,16.48,0.9931,1,2026-05-15 14:29:20,HIGH,2026-05-15,14
440,935,1.0,0.9996,1,2026-05-15 14:29:20,HIGH,2026-05-15,14
441,936,45.48,0.9997,1,2026-05-15 14:29:20,HIGH,2026-05-15,14
442,938,1.0,0.979,1,2026-05-15 14:29:20,HIGH,2026-05-15,14
443,939,0.0,0.9997,1,2026-05-15 14:29:20,HIGH,2026-05-15,14
444,940,99.99,0.9997,1,2026-05-15 14:29:20,HIGH,2026-05-15,14
445,945,634.3,0.8345,1,2026-05-15 14:29:20,MEDIUM,2026-05-15,14
446,949,311.28,0.9954,1,2026-05-15 14:29:20,HIGH,2026-05-15,14
447,954,444.17,0.9996,1,2026-05-15 14:29:20,HIGH,2026-05-15,14
448,957,0.77,0.9996,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
449,960,99.99,0.9997,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
450,961,4.69,0.9997,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
451,965,1.0,0.982,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
452,966,1.1,0.9992,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
453,967,97.0,0.9996,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
454,968,0.77,0.9996,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
455,969,208.58,0.8412,1,2026-05-15 14:29:21,MEDIUM,2026-05-15,14
456,970,1.0,0.9997,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
457,972,1.0,0.9995,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
458,973,0.0,0.9989,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
459,975,8.9,0.9987,1,2026-05-15 14:29:21,HIGH,2026-05-15,14
460,976,42.53,0.8013,1,2026-05-15 14:29:22,MEDIUM,2026-05-15,14
461,977,1.0,0.9997,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
462,979,104.03,0.9997,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
463,981,273.01,0.9997,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
464,984,14.46,0.9997,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
465,985,720.8,0.9059,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
466,986,717.15,0.9974,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
467,987,0.77,0.9996,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
468,988,2.28,0.9996,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
469,989,0.0,0.9604,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
470,990,187.11,0.7864,1,2026-05-15 14:29:22,MEDIUM,2026-05-15,14
471,991,0.0,0.9997,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
472,993,1.0,0.9997,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
473,995,99.99,0.9997,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
474,996,1.0,0.9979,1,2026-05-15 14:29:22,HIGH,2026-05-15,14
475,997,354.33,0.6951,1,2026-05-15 14:29:23,LOW,2026-05-15,14
476,999,50.0,0.9841,1,2026-05-15 14:29:23,HIGH,2026-05-15,14
477,1000,12.31,0.9918,1,2026-05-15 14:29:23,HIGH,2026-05-15,14
478,5,1.0,0.9995,1,2026-05-15 14:29:58,HIGH,2026-05-15,14
479,10,802.52,0.8944,1,2026-05-15 14:29:58,MEDIUM,2026-05-15,14
480,12,99.99,0.9997,1,2026-05-15 14:29:58,HIGH,2026-05-15,14
481,17,323.77,0.9442,1,2026-05-15 14:29:58,HIGH,2026-05-15,14
482,20,1.0,0.9996,1,2026-05-15 14:29:58,HIGH,2026-05-15,14
483,22,0.0,0.9977,1,2026-05-15 14:29:58,HIGH,2026-05-15,14
484,23,175.9,0.9996,1,2026-05-15 14:29:58,HIGH,2026-05-15,14
485,25,1402.16,0.9987,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
486,26,318.11,0.9989,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
487,27,111.7,0.9997,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
488,31,0.0,0.9997,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
489,32,1.0,0.9997,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
490,35,1.0,0.9951,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
491,36,1389.56,0.9992,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
492,40,99.99,0.9997,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
493,41,8.64,0.9997,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
494,42,1.0,0.9997,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
495,43,37.93,0.9997,1,2026-05-15 14:29:59,HIGH,2026-05-15,14
496,45,316.06,0.9997,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
497,46,240.77,0.9997,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
498,49,10.7,0.9994,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
499,53,0.2,0.8203,1,2026-05-15 14:30:00,MEDIUM,2026-05-15,14
500,55,1.0,0.9996,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
501,56,0.0,0.9996,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
502,58,1.0,0.9996,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
503,59,7.53,0.9996,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
504,61,0.01,0.9997,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
505,62,1.0,0.9996,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
506,64,1.1,0.9995,1,2026-05-15 14:30:00,HIGH,2026-05-15,14
507,69,99.99,0.9997,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
508,71,1.0,0.948,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
509,75,600.73,0.9977,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
510,76,1.0,0.9923,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
511,78,3.79,0.8699,1,2026-05-15 14:30:01,MEDIUM,2026-05-15,14
512,80,30.31,0.9997,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
513,82,99.99,0.9997,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
514,83,252.92,0.9997,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
515,84,99.99,0.9997,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
516,85,1.0,0.9996,1,2026-05-15 14:30:01,HIGH,2026-05-15,14
517,90,1.0,0.7718,1,2026-05-15 14:30:02,MEDIUM,2026-05-15,14
518,91,480.72,0.8929,1,2026-05-15 14:30:02,MEDIUM,2026-05-15,14
519,92,0.0,0.9989,1,2026-05-15 14:30:02,HIGH,2026-05-15,14
520,94,1354.25,0.9989,1,2026-05-15 14:30:02,HIGH,2026-05-15,14
521,96,237.26,0.9914,1,2026-05-15 14:30:02,HIGH,2026-05-15,14
522,98,19.02,0.9969,1,2026-05-15 14:30:02,HIGH,2026-05-15,14
523,99,99.99,0.9997,1,2026-05-15 14:30:02,HIGH,2026-05-15,14
524,102,186.13,0.9994,1,2026-05-15 14:30:02,HIGH,2026-05-15,14
525,104,1.0,0.9834,1,2026-05-15 14:30:02,HIGH,2026-05-15,14
526,109,99.99,0.9997,1,2026-05-15 14:30:03,HIGH,2026-05-15,14
527,115,0.0,0.9996,1,2026-05-15 14:30:03,HIGH,2026-05-15,14
528,116,1.1,0.9889,1,2026-05-15 14:30:03,HIGH,2026-05-15,14
529,117,153.46,0.9997,1,2026-05-15 14:30:03,HIGH,2026-05-15,14
530,120,75.86,0.9996,1,2026-05-15 14:30:03,HIGH,2026-05-15,14
531,122,1.59,0.9995,1,2026-05-15 14:30:03,HIGH,2026-05-15,14
532,124,60.0,0.9737,1,2026-05-15 14:30:03,HIGH,2026-05-15,14
533,125,0.76,0.7807,1,2026-05-15 14:30:03,MEDIUM,2026-05-15,14
534,128,1.0,0.9997,1,2026-05-15 14:30:03,HIGH,2026-05-15,14
535,133,0.0,0.9997,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
536,136,1.0,0.9996,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
537,137,459.07,0.9994,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
538,138,0.0,0.9721,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
539,139,1.0,0.9996,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
540,140,99.99,0.9997,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
541,141,1218.89,0.9896,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
542,142,99.85,0.9997,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
543,144,451.27,0.8537,1,2026-05-15 14:30:04,MEDIUM,2026-05-15,14
544,148,30.14,0.7477,1,2026-05-15 14:30:04,MEDIUM,2026-05-15,14
545,150,33.76,0.6103,1,2026-05-15 14:30:04,LOW,2026-05-15,14
546,152,0.76,0.9996,1,2026-05-15 14:30:04,HIGH,2026-05-15,14
547,154,122.68,0.9996,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
548,156,7.06,0.9713,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
549,157,104.03,0.9997,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
550,159,3.76,0.9711,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
551,167,44.9,0.9997,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
552,169,11.4,0.9996,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
553,170,1.0,0.9997,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
554,171,2125.87,0.8583,1,2026-05-15 14:30:05,MEDIUM,2026-05-15,14
555,172,0.38,0.999,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
556,173,112.33,0.9997,1,2026-05-15 14:30:05,HIGH,2026-05-15,14
557,175,349.08,0.9984,1,2026-05-15 14:30:06,HIGH,2026-05-15,14
558,176,45.51,0.9997,1,2026-05-15 14:30:06,HIGH,2026-05-15,14
559,177,1.0,0.926,1,2026-05-15 14:30:06,HIGH,2026-05-15,14
560,178,106.9,0.9996,1,2026-05-15 14:30:06,HIGH,2026-05-15,14
561,183,2.0,0.9995,1,2026-05-15 14:30:06,HIGH,2026-05-15,14
562,186,99.99,0.9996,1,2026-05-15 14:30:06,HIGH,2026-05-15,14
563,188,3.22,0.7293,1,2026-05-15 14:30:06,MEDIUM,2026-05-15,14
564,194,18.98,0.9976,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
565,195,1.0,0.9991,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
566,196,2.0,0.9989,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
567,197,0.76,0.9943,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
568,198,1.0,0.9835,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
569,200,99.99,0.9997,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
570,201,1.0,0.998,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
571,207,99.99,0.9997,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
572,211,99.99,0.9997,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
573,212,1.0,0.9973,1,2026-05-15 14:30:07,HIGH,2026-05-15,14
574,216,1.0,0.9996,1,2026-05-15 14:30:08,HIGH,2026-05-15,14
575,218,219.8,0.9996,1,2026-05-15 14:30:08,HIGH,2026-05-15,14
576,221,188.52,0.9997,1,2026-05-15 14:30:08,HIGH,2026-05-15,14
577,224,1.0,0.9996,1,2026-05-15 14:30:08,HIGH,2026-05-15,14
578,226,239.93,0.909,1,2026-05-15 14:30:08,HIGH,2026-05-15,14
579,228,0.0,0.9996,1,2026-05-15 14:30:08,HIGH,2026-05-15,14
580,231,346.94,0.9996,1,2026-05-15 14:30:08,HIGH,2026-05-15,14
581,233,12.31,0.9248,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
582,235,1.0,0.9996,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
583,236,30.39,0.9997,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
584,239,1.0,0.954,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
585,240,1.0,0.9971,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
586,241,59.0,0.9393,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
587,242,101.5,0.9994,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
588,245,30.31,0.9997,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
589,246,0.76,0.9997,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
590,247,0.0,0.9989,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
591,248,99.99,0.9997,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
592,249,30.3,0.948,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
593,250,38.76,0.986,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
594,251,0.68,0.9939,1,2026-05-15 14:30:09,HIGH,2026-05-15,14
595,255,120.54,0.9796,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
596,256,1.63,0.9996,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
597,260,1.0,0.9994,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
598,262,0.77,0.9996,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
599,263,9.13,0.9997,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
600,264,0.0,0.9997,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
601,265,65.0,0.9996,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
602,268,276.17,0.9075,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
603,270,723.21,0.933,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
604,271,245.0,0.9995,1,2026-05-15 14:30:10,HIGH,2026-05-15,14
605,272,88.23,0.9997,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
606,274,254.76,0.9997,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
607,276,1.0,0.9996,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
608,277,113.92,0.9996,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
609,279,0.68,0.99,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
610,283,238.9,0.9995,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
611,284,261.22,0.8382,1,2026-05-15 14:30:11,MEDIUM,2026-05-15,14
612,285,290.18,0.6486,1,2026-05-15 14:30:11,LOW,2026-05-15,14
613,287,105.89,0.9867,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
614,288,247.86,0.9854,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
615,289,1.0,0.9996,1,2026-05-15 14:30:11,HIGH,2026-05-15,14
616,294,0.77,0.9995,1,2026-05-15 14:30:12,HIGH,2026-05-15,14
617,295,11.0,0.9993,1,2026-05-15 14:30:12,HIGH,2026-05-15,14
618,296,4.97,0.9995,1,2026-05-15 14:30:12,HIGH,2026-05-15,14
619,298,0.76,0.9997,1,2026-05-15 14:30:12,HIGH,2026-05-15,14
620,299,1.0,0.9986,1,2026-05-15 14:30:12,HIGH,2026-05-15,14
621,300,1.0,0.7881,1,2026-05-15 14:30:12,MEDIUM,2026-05-15,14
622,302,0.01,0.9997,1,2026-05-15 14:30:12,HIGH,2026-05-15,14
623,303,0.0,0.7507,1,2026-05-15 14:30:12,MEDIUM,2026-05-15,14
624,304,996.27,0.9854,1,2026-05-15 14:30:12,HIGH,2026-05-15,14
625,307,0.92,0.908,1,2026-05-15 14:30:12,HIGH,2026-05-15,14
626,315,357.95,0.9051,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
627,316,1504.93,0.9973,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
628,317,1.0,0.9996,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
629,320,294.9,0.9997,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
630,321,99.99,0.9997,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
631,322,1.0,0.9997,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
632,323,78.0,0.9997,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
633,327,0.01,0.9985,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
634,328,19.95,0.5415,1,2026-05-15 14:30:13,LOW,2026-05-15,14
635,330,39.45,0.9996,1,2026-05-15 14:30:13,HIGH,2026-05-15,14
636,332,1.0,0.9996,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
637,335,0.0,0.7334,1,2026-05-15 14:30:14,MEDIUM,2026-05-15,14
638,336,1.0,0.9996,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
639,341,0.77,0.9996,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
640,344,37.32,0.9997,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
641,345,0.01,0.999,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
642,346,94.82,0.9996,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
643,349,18.96,0.9995,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
644,351,130.44,0.9997,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
645,352,252.92,0.9997,1,2026-05-15 14:30:14,HIGH,2026-05-15,14
646,354,99.99,0.9997,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
647,355,18.0,0.9987,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
648,356,106.55,0.9997,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
649,357,316.06,0.9997,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
650,358,1.59,0.9995,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
651,359,33.59,0.9993,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
652,360,648.0,0.9996,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
653,361,0.0,0.9995,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
654,363,172.32,0.9997,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
655,364,51.37,0.9995,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
656,365,99.99,0.9997,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
657,366,1.0,0.9995,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
658,368,1.75,0.9995,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
659,369,925.31,0.9961,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
660,373,1.0,0.9995,1,2026-05-15 14:30:15,HIGH,2026-05-15,14
661,374,8.0,0.9995,1,2026-05-15 14:30:16,HIGH,2026-05-15,14
662,375,1.0,0.9995,1,2026-05-15 14:30:16,HIGH,2026-05-15,14
