transaction_id,amount,fraud_probability,prediction,actual_class,correct,timestamp
466,1.0,0.9296,1,1,1,2026-05-15 21:29:18
467,5.3,0.9997,1,1,1,2026-05-15 21:29:18
468,1.18,0.9996,1,1,1,2026-05-15 21:29:18
469,19.5,0.0038,0,0,1,2026-05-15 21:29:18
470,0.77,0.9996,1,1,1,2026-05-15 21:29:18
471,144.8,0.9996,1,1,1,2026-05-15 21:29:18
472,19.02,0.9997,1,1,1,2026-05-15 21:29:18
473,1.0,0.0056,0,0,1,2026-05-15 21:29:18
474,1.52,0.5603,1,1,1,2026-05-15 21:29:18
475,147.87,0.9993,1,1,1,2026-05-15 21:29:18
476,302.54,0.0422,0,0,1,2026-05-15 21:29:18
477,19.95,0.0119,0,0,1,2026-05-15 21:29:19
478,1.29,0.0174,0,0,1,2026-05-15 21:29:19
479,48.95,0.0124,0,0,1,2026-05-15 21:29:19
480,14.95,0.0127,0,0,1,2026-05-15 21:29:19
481,16.88,0.0134,0,0,1,2026-05-15 21:29:19
482,60.6,0.9994,1,1,1,2026-05-15 21:29:19
483,1.0,0.9989,1,1,1,2026-05-15 21:29:19
484,22.47,0.8834,1,1,1,2026-05-15 21:29:19
485,21.1,0.0373,0,0,1,2026-05-15 21:29:19
486,766.36,0.9997,1,1,1,2026-05-15 21:29:19
487,1.0,0.9997,1,1,1,2026-05-15 21:29:19
488,9.82,0.9987,1,1,1,2026-05-15 21:29:19
489,99.99,0.9997,1,1,1,2026-05-15 21:29:19
490,43.89,0.0101,0,0,1,2026-05-15 21:29:19
491,797.47,0.0249,0,0,1,2026-05-15 21:29:19
492,1.0,0.0132,0,0,1,2026-05-15 21:29:19
493,8.99,0.0104,0,0,1,2026-05-15 21:29:19
494,111.7,0.9997,1,1,1,2026-05-15 21:29:19
495,0.0,0.9879,1,1,1,2026-05-15 21:29:19
496,1.0,0.9996,1,1,1,2026-05-15 21:29:20
497,1.0,0.9997,1,1,1,2026-05-15 21:29:20
498,0.0,0.9997,1,1,1,2026-05-15 21:29:20
499,30.0,0.1042,0,0,1,2026-05-15 21:29:20
500,50.0,0.0193,0,0,1,2026-05-15 21:29:20
501,119.35,0.0274,0,0,1,2026-05-15 21:29:20
502,1.79,0.0539,0,1,0,2026-05-15 21:29:20
503,727.91,0.9994,1,1,1,2026-05-15 21:29:20
504,6.99,0.0106,0,0,1,2026-05-15 21:29:20
505,65.86,0.0365,0,0,1,2026-05-15 21:29:20
506,5.57,0.014,0,0,1,2026-05-15 21:29:20
507,1.79,0.0065,0,0,1,2026-05-15 21:29:20
508,1.0,0.9857,1,1,1,2026-05-15 21:29:20
509,5.99,0.0089,0,0,1,2026-05-15 21:29:20
510,8.99,0.0047,0,0,1,2026-05-15 21:29:20
511,1.0,0.9921,1,1,1,2026-05-15 21:29:20
512,114.98,0.007,0,0,1,2026-05-15 21:29:20
513,2.28,0.9996,1,1,1,2026-05-15 21:29:21
514,1.0,0.9996,1,1,1,2026-05-15 21:29:21
515,1.63,0.9997,1,1,1,2026-05-15 21:29:21
516,43.48,0.0069,0,0,1,2026-05-15 21:29:21
517,489.71,0.9993,1,1,1,2026-05-15 21:29:21
518,0.83,0.9997,1,1,1,2026-05-15 21:29:21
519,281.34,0.1636,0,0,1,2026-05-15 21:29:21
520,1.0,0.9996,1,1,1,2026-05-15 21:29:21
521,17.06,0.9994,1,1,1,2026-05-15 21:29:21
522,1.0,0.0153,0,0,1,2026-05-15 21:29:21
523,46.0,0.0313,0,0,1,2026-05-15 21:29:21
524,104.0,0.9997,1,1,1,2026-05-15 21:29:21
525,1.0,0.9713,1,1,1,2026-05-15 21:29:21
526,61.47,0.0801,0,0,1,2026-05-15 21:29:21
527,20.0,0.0251,0,0,1,2026-05-15 21:29:22
528,454.82,0.9993,1,1,1,2026-05-15 21:29:22
529,93.0,0.0155,0,0,1,2026-05-15 21:29:22
530,0.76,0.9009,1,1,1,2026-05-15 21:29:22
531,39.28,0.0323,0,0,1,2026-05-15 21:29:22
532,99.99,0.9997,1,1,1,2026-05-15 21:29:22
533,1.0,0.0103,0,0,1,2026-05-15 21:29:22
534,9.21,0.962,1,1,1,2026-05-15 21:29:22
535,46.65,0.0357,0,0,1,2026-05-15 21:29:22
536,17.39,0.9588,1,1,1,2026-05-15 21:29:22
537,1.0,0.9991,1,1,1,2026-05-15 21:29:22
538,730.86,0.9965,1,1,1,2026-05-15 21:29:22
539,45.47,0.0125,0,0,1,2026-05-15 21:29:22
540,1.0,0.9997,1,1,1,2026-05-15 21:29:22
541,0.01,0.9997,1,1,1,2026-05-15 21:29:22
542,2.0,0.9993,1,1,1,2026-05-15 21:29:22
543,824.83,0.9945,1,1,1,2026-05-15 21:29:22
544,390.0,0.9993,1,1,1,2026-05-15 21:29:22
545,1.52,0.9997,1,1,1,2026-05-15 21:29:23
546,43.8,0.0703,0,0,1,2026-05-15 21:29:23
547,521.99,0.0254,0,0,1,2026-05-15 21:29:23
548,29.99,0.0091,0,0,1,2026-05-15 21:29:23
549,32.12,0.0032,0,0,1,2026-05-15 21:29:23
550,59.68,0.9997,1,1,1,2026-05-15 21:29:23
551,11.38,0.9997,1,1,1,2026-05-15 21:29:23
552,156.0,0.9991,1,1,1,2026-05-15 21:29:23
553,10.88,0.0116,0,0,1,2026-05-15 21:29:23
554,99.99,0.9893,1,1,1,2026-05-15 21:29:23
555,3.0,0.0082,0,0,1,2026-05-15 21:29:23
556,5.0,0.0137,0,0,1,2026-05-15 21:29:23
557,93.35,0.9962,1,1,1,2026-05-15 21:29:23
558,512.25,0.9997,1,1,1,2026-05-15 21:29:23
559,188.78,0.9996,1,1,1,2026-05-15 21:29:23
560,2.27,0.9987,1,1,1,2026-05-15 21:29:23
561,270.0,0.9995,1,1,1,2026-05-15 21:29:24
562,296.0,0.0115,0,0,1,2026-05-15 21:29:24
563,23.0,0.009,0,0,1,2026-05-15 21:29:24
564,10.0,0.0329,0,0,1,2026-05-15 21:29:24
565,1.0,0.998,1,1,1,2026-05-15 21:29:24
566,1.0,0.9997,1,1,1,2026-05-15 21:29:24
567,2.95,0.0392,0,0,1,2026-05-15 21:29:24
568,188.52,0.9997,1,1,1,2026-05-15 21:29:24
569,2.28,0.9997,1,1,1,2026-05-15 21:29:24
570,14.99,0.0829,0,0,1,2026-05-15 21:29:24
571,1.0,0.0199,0,1,0,2026-05-15 21:29:24
572,173.07,0.9995,1,1,1,2026-05-15 21:29:24
573,33.4,0.039,0,0,1,2026-05-15 21:29:24
574,1.0,0.9996,1,1,1,2026-05-15 21:29:24
575,0.76,0.9997,1,1,1,2026-05-15 21:29:24
576,229.88,0.012,0,0,1,2026-05-15 21:29:25
577,1.0,0.999,1,1,1,2026-05-15 21:29:25
578,296.0,0.9968,1,1,1,2026-05-15 21:29:25
579,0.69,0.8775,1,1,1,2026-05-15 21:29:25
580,1.98,0.0134,0,0,1,2026-05-15 21:29:25
581,1.0,0.9996,1,1,1,2026-05-15 21:29:25
582,1.0,0.9997,1,1,1,2026-05-15 21:29:25
583,451.58,0.0114,0,0,1,2026-05-15 21:29:25
584,1.0,0.0724,0,0,1,2026-05-15 21:29:25
585,4.26,0.0132,0,0,1,2026-05-15 21:29:25
586,320.01,0.9996,1,1,1,2026-05-15 21:29:25
587,50.0,0.01,0,0,1,2026-05-15 21:29:25
588,24.9,0.0282,0,0,1,2026-05-15 21:29:25
589,11.39,0.3793,0,1,0,2026-05-15 21:29:25
590,112.45,0.9961,1,1,1,2026-05-15 21:29:25
591,29.95,0.0911,0,1,0,2026-05-15 21:29:25
592,5.0,0.0073,0,0,1,2026-05-15 21:29:25
593,5.84,0.0131,0,0,1,2026-05-15 21:29:26
594,1.0,0.1145,0,0,1,2026-05-15 21:29:26
595,1279.02,0.0615,0,0,1,2026-05-15 21:29:26
596,1.0,0.9995,1,1,1,2026-05-15 21:29:26
597,52.69,0.9996,1,1,1,2026-05-15 21:29:26
598,27.0,0.0077,0,0,1,2026-05-15 21:29:26
599,10.02,0.0644,0,0,1,2026-05-15 21:29:26
600,9.95,0.007,0,0,1,2026-05-15 21:29:26
601,1.0,0.9996,1,1,1,2026-05-15 21:29:26
602,0.76,0.9997,1,1,1,2026-05-15 21:29:26
603,571.48,0.929,1,1,1,2026-05-15 21:29:26
604,129.0,0.6653,1,1,1,2026-05-15 21:29:26
605,4.43,0.0504,0,0,1,2026-05-15 21:29:26
606,22.09,0.005,0,0,1,2026-05-15 21:29:26
607,1.0,0.9997,1,1,1,2026-05-15 21:29:26
608,83.38,0.9997,1,1,1,2026-05-15 21:29:27
609,96.0,0.018,0,0,1,2026-05-15 21:29:27
610,15.95,0.0158,0,0,1,2026-05-15 21:29:27
611,0.83,0.9997,1,1,1,2026-05-15 21:29:27
612,209.65,0.9997,1,1,1,2026-05-15 21:29:27
613,261.56,0.1159,0,0,1,2026-05-15 21:29:27
614,15.97,0.0255,0,0,1,2026-05-15 21:29:27
615,0.76,0.0637,0,0,1,2026-05-15 21:29:27
616,2.94,0.0827,0,0,1,2026-05-15 21:29:27
617,23.0,0.0077,0,0,1,2026-05-15 21:29:27
618,888.61,0.0136,0,0,1,2026-05-15 21:29:27
619,1.29,0.021,0,0,1,2026-05-15 21:29:27
620,1.0,0.9996,1,1,1,2026-05-15 21:29:27
621,357.2,0.0352,0,0,1,2026-05-15 21:29:27
622,7.58,0.8293,1,1,1,2026-05-15 21:29:27
623,72.81,0.033,0,0,1,2026-05-15 21:29:27
624,0.76,0.9994,1,1,1,2026-05-15 21:29:27
625,1.0,0.9994,1,1,1,2026-05-15 21:29:28
626,17.82,0.0273,0,0,1,2026-05-15 21:29:28
627,1.0,0.9996,1,1,1,2026-05-15 21:29:28
628,71.21,0.0565,0,0,1,2026-05-15 21:29:28
629,4.0,0.0021,0,0,1,2026-05-15 21:29:28
630,1.0,0.195,0,0,1,2026-05-15 21:29:28
631,16.18,0.0156,0,0,1,2026-05-15 21:29:28
632,39.98,0.9952,1,1,1,2026-05-15 21:29:28
633,1.18,0.9996,1,1,1,2026-05-15 21:29:28
634,85.25,0.0267,0,0,1,2026-05-15 21:29:28
635,1.0,0.01,0,0,1,2026-05-15 21:29:28
636,1.0,0.9996,1,1,1,2026-05-15 21:29:28
637,1.0,0.9981,1,1,1,2026-05-15 21:29:28
638,1.98,0.0062,0,0,1,2026-05-15 21:29:28
639,1.0,0.9556,1,1,1,2026-05-15 21:29:29
640,15.0,0.0306,0,0,1,2026-05-15 21:29:29
641,40.0,0.8293,1,1,1,2026-05-15 21:29:29
642,1.0,0.9996,1,1,1,2026-05-15 21:29:29
643,1.0,0.9997,1,1,1,2026-05-15 21:29:29
644,11.85,0.0082,0,0,1,2026-05-15 21:29:29
645,4.87,0.9993,1,1,1,2026-05-15 21:29:29
646,0.77,0.9983,1,1,1,2026-05-15 21:29:29
647,55.77,0.0168,0,0,1,2026-05-15 21:29:29
648,74.43,0.0161,0,0,1,2026-05-15 21:29:29
649,119.0,0.0267,0,0,1,2026-05-15 21:29:29
650,31.98,0.0146,0,0,1,2026-05-15 21:29:29
651,5.09,0.8887,1,1,1,2026-05-15 21:29:29
652,9.99,0.0036,0,0,1,2026-05-15 21:29:29
653,500.0,0.0537,0,0,1,2026-05-15 21:29:29
654,1.98,0.0077,0,0,1,2026-05-15 21:29:30
655,179.0,0.0891,0,0,1,2026-05-15 21:29:30
656,0.89,0.0067,0,0,1,2026-05-15 21:29:30
657,2.99,0.0172,0,0,1,2026-05-15 21:29:30
658,41.71,0.0684,0,0,1,2026-05-15 21:29:30
659,19.73,0.9991,1,1,1,2026-05-15 21:29:30
660,4.95,0.1021,0,0,1,2026-05-15 21:29:30
661,1.0,0.9996,1,1,1,2026-05-15 21:29:30
662,1.51,0.0483,0,0,1,2026-05-15 21:29:30
663,10.6,0.0225,0,0,1,2026-05-15 21:29:30
664,0.99,0.009,0,0,1,2026-05-15 21:29:30
665,3.79,0.9997,1,1,1,2026-05-15 21:29:30
666,1.0,0.9996,1,1,1,2026-05-15 21:29:30
667,45.77,0.0191,0,0,1,2026-05-15 21:29:30
668,776.83,0.9215,1,1,1,2026-05-15 21:29:30
669,8.0,0.8973,1,1,1,2026-05-15 21:29:30
670,0.77,0.9986,1,1,1,2026-05-15 21:29:31
671,29.31,0.0241,0,0,1,2026-05-15 21:29:31
672,675.49,0.0672,0,0,1,2026-05-15 21:29:31
673,1.0,0.0229,0,0,1,2026-05-15 21:29:31
674,512.65,0.0172,0,0,1,2026-05-15 21:29:31
675,30.26,0.9997,1,1,1,2026-05-15 21:29:31
676,1.0,0.9996,1,1,1,2026-05-15 21:29:31
677,105.99,0.811,1,1,1,2026-05-15 21:29:31
678,195.66,0.9987,1,1,1,2026-05-15 21:29:31
679,104.0,0.0055,0,0,1,2026-05-15 21:29:31
680,180.0,0.999,1,1,1,2026-05-15 21:29:31
681,127.69,0.0633,0,0,1,2026-05-15 21:29:31
682,26.9,0.0156,0,0,1,2026-05-15 21:29:31
683,12.95,0.0227,0,0,1,2026-05-15 21:29:31
684,1.0,0.9986,1,1,1,2026-05-15 21:29:31
685,272.65,0.0264,0,0,1,2026-05-15 21:29:31
686,1.0,0.9997,1,1,1,2026-05-15 21:29:31
687,0.76,0.9832,1,1,1,2026-05-15 21:29:32
688,104.99,0.0066,0,0,1,2026-05-15 21:29:32
689,1.0,0.9855,1,1,1,2026-05-15 21:29:32
690,78.0,0.9997,1,1,1,2026-05-15 21:29:32
691,29.99,0.0131,0,0,1,2026-05-15 21:29:32
692,63.0,0.0086,0,0,1,2026-05-15 21:29:32
693,1.0,0.0144,0,0,1,2026-05-15 21:29:32
694,0.45,0.1986,0,0,1,2026-05-15 21:29:32
695,182.2,0.0314,0,0,1,2026-05-15 21:29:32
696,7.57,0.9936,1,1,1,2026-05-15 21:29:32
697,0.76,0.1236,0,0,1,2026-05-15 21:29:32
698,44.9,0.9997,1,1,1,2026-05-15 21:29:32
699,1.0,0.9996,1,1,1,2026-05-15 21:29:32
700,1.0,0.9993,1,1,1,2026-05-15 21:29:32
701,30.0,0.0433,0,0,1,2026-05-15 21:29:32
702,1.0,0.0417,0,0,1,2026-05-15 21:29:32
703,142.19,0.0833,0,0,1,2026-05-15 21:29:32
704,42.81,0.0477,0,0,1,2026-05-15 21:29:32
705,2.49,0.0538,0,0,1,2026-05-15 21:29:32
706,0.76,0.9095,1,1,1,2026-05-15 21:29:32
707,24.9,0.7786,1,1,1,2026-05-15 21:29:33
708,88.0,0.9992,1,1,1,2026-05-15 21:29:33
709,32.0,0.0167,0,0,1,2026-05-15 21:29:33
710,402.9,0.025,0,0,1,2026-05-15 21:29:33
711,16.98,0.0087,0,0,1,2026-05-15 21:29:33
712,7.57,0.1166,0,0,1,2026-05-15 21:29:33
713,119.74,0.9997,1,1,1,2026-05-15 21:29:33
714,94.82,0.9997,1,1,1,2026-05-15 21:29:33
715,18.96,0.9977,1,1,1,2026-05-15 21:29:33
716,1.0,0.9997,1,1,1,2026-05-15 21:29:33
717,45.49,0.9997,1,1,1,2026-05-15 21:29:33
718,39.2,0.0104,0,0,1,2026-05-15 21:29:33
719,1.0,0.0219,0,0,1,2026-05-15 21:29:33
720,1.0,0.9996,1,1,1,2026-05-15 21:29:33
721,8.59,0.0294,0,0,1,2026-05-15 21:29:33
722,45.64,0.9995,1,1,1,2026-05-15 21:29:34
723,0.89,0.0588,0,0,1,2026-05-15 21:29:34
724,310.42,0.9997,1,1,1,2026-05-15 21:29:34
725,1.0,0.9993,1,1,1,2026-05-15 21:29:34
726,723.21,0.9996,1,1,1,2026-05-15 21:29:34
727,118.3,0.9997,1,1,1,2026-05-15 21:29:34
728,170.92,0.9997,1,1,1,2026-05-15 21:29:34
729,5.91,0.9918,1,1,1,2026-05-15 21:29:34
730,9.29,0.9866,1,1,1,2026-05-15 21:29:34
731,124.53,0.9996,1,1,1,2026-05-15 21:29:34
732,667.55,0.9997,1,1,1,2026-05-15 21:29:34
733,5.07,0.0198,0,0,1,2026-05-15 21:29:34
734,31.0,0.0131,0,0,1,2026-05-15 21:29:34
735,1.98,0.0105,0,0,1,2026-05-15 21:29:34
736,22.13,0.0098,0,0,1,2026-05-15 21:29:34
737,1.98,0.004,0,0,1,2026-05-15 21:29:34
738,34.12,0.9997,1,1,1,2026-05-15 21:29:34
739,9.99,0.0154,0,0,1,2026-05-15 21:29:35
740,592.9,0.9996,1,1,1,2026-05-15 21:29:35
741,8.07,0.0497,0,0,1,2026-05-15 21:29:35
742,29.0,0.0673,0,0,1,2026-05-15 21:29:35
743,86.76,0.0387,0,0,1,2026-05-15 21:29:35
744,7.49,0.0457,0,0,1,2026-05-15 21:29:35
745,98.01,0.0387,0,1,0,2026-05-15 21:29:35
746,46.91,0.009,0,0,1,2026-05-15 21:29:35
747,15.99,0.0827,0,0,1,2026-05-15 21:29:35
748,0.77,0.0195,0,0,1,2026-05-15 21:29:35
749,1464.94,0.0453,0,0,1,2026-05-15 21:29:35
750,145.5,0.0367,0,0,1,2026-05-15 21:29:35
751,5.49,0.009,0,0,1,2026-05-15 21:29:35
752,78.73,0.0355,0,0,1,2026-05-15 21:29:35
753,1.0,0.0253,0,0,1,2026-05-15 21:29:35
754,130.21,0.9996,1,1,1,2026-05-15 21:29:35
755,202.7,0.0227,0,0,1,2026-05-15 21:29:35
756,70.65,0.0166,0,0,1,2026-05-15 21:29:35
757,512.25,0.9997,1,1,1,2026-05-15 21:29:35
758,66.28,0.0636,0,0,1,2026-05-15 21:29:35
759,57.73,0.9997,1,1,1,2026-05-15 21:29:35
760,0.0,0.0872,0,0,1,2026-05-15 21:29:36
761,340.11,0.9997,1,1,1,2026-05-15 21:29:36
762,1.0,0.0283,0,0,1,2026-05-15 21:29:36
763,1.0,0.8428,1,1,1,2026-05-15 21:29:36
764,20.1,0.0743,0,0,1,2026-05-15 21:29:36
765,374.0,0.0575,0,0,1,2026-05-15 21:29:36
766,1.54,0.0175,0,0,1,2026-05-15 21:29:36
767,7.18,0.7238,1,1,1,2026-05-15 21:29:36
768,98.9,0.1109,0,0,1,2026-05-15 21:29:36
769,219.6,0.0429,0,0,1,2026-05-15 21:29:36
770,227.3,0.9994,1,1,1,2026-05-15 21:29:36
771,1.0,0.0419,0,0,1,2026-05-15 21:29:36
772,0.12,0.0074,0,0,1,2026-05-15 21:29:36
773,1.0,0.9996,1,1,1,2026-05-15 21:29:36
774,2.12,0.0281,0,0,1,2026-05-15 21:29:37
775,0.0,0.7123,1,1,1,2026-05-15 21:29:37
776,1.29,0.004,0,0,1,2026-05-15 21:29:37
777,69.18,0.2181,0,0,1,2026-05-15 21:29:37
778,105.89,0.9964,1,1,1,2026-05-15 21:29:37
779,1.0,0.7257,1,1,1,2026-05-15 21:29:37
780,79.0,0.0808,0,0,1,2026-05-15 21:29:37
781,155.49,0.0676,0,0,1,2026-05-15 21:29:37
782,250.0,0.0156,0,0,1,2026-05-15 21:29:37
783,829.41,0.9041,1,1,1,2026-05-15 21:29:37
784,0.0,0.9989,1,1,1,2026-05-15 21:29:37
785,1335.0,0.997,1,1,1,2026-05-15 21:29:37
786,320.0,0.7824,1,1,1,2026-05-15 21:29:37
787,64.99,0.033,0,0,1,2026-05-15 21:29:37
788,11.5,0.0075,0,0,1,2026-05-15 21:29:37
789,4.9,0.9833,1,1,1,2026-05-15 21:29:37
790,0.0,0.9997,1,1,1,2026-05-15 21:29:37
791,56.19,0.0107,0,0,1,2026-05-15 21:29:38
792,14.32,0.0462,0,0,1,2026-05-15 21:29:38
793,0.76,0.3224,0,0,1,2026-05-15 21:29:38
794,1.3,0.0058,0,0,1,2026-05-15 21:29:38
795,138.43,0.0319,0,0,1,2026-05-15 21:29:38
796,47.0,0.0182,0,0,1,2026-05-15 21:29:38
797,1.79,0.0717,0,0,1,2026-05-15 21:29:38
798,148.33,0.0629,0,0,1,2026-05-15 21:29:38
799,1.0,0.0112,0,0,1,2026-05-15 21:29:38
800,1.29,0.0058,0,0,1,2026-05-15 21:29:38
801,0.99,0.0265,0,0,1,2026-05-15 21:29:38
802,18.4,0.0232,0,0,1,2026-05-15 21:29:38
803,90.0,0.0228,0,0,1,2026-05-15 21:29:38
804,25.98,0.0211,0,0,1,2026-05-15 21:29:38
805,104.81,0.8674,1,1,1,2026-05-15 21:29:38
806,76.94,0.9994,1,1,1,2026-05-15 21:29:38
807,42.9,0.0067,0,0,1,2026-05-15 21:29:38
808,0.76,0.999,1,1,1,2026-05-15 21:29:38
809,27.22,0.0241,0,0,1,2026-05-15 21:29:39
810,1.0,0.9996,1,1,1,2026-05-15 21:29:39
811,50.2,0.0162,0,0,1,2026-05-15 21:29:39
812,0.76,0.9227,1,1,1,2026-05-15 21:29:39
813,18.05,0.1563,0,0,1,2026-05-15 21:29:39
814,25.0,0.0116,0,0,1,2026-05-15 21:29:39
815,1071.11,0.1095,0,0,1,2026-05-15 21:29:39
816,54.84,0.0215,0,0,1,2026-05-15 21:29:39
817,9.73,0.0502,0,0,1,2026-05-15 21:29:39
818,5.6,0.0214,0,0,1,2026-05-15 21:29:39
819,7.61,0.9997,1,1,1,2026-05-15 21:29:39
820,26.25,0.0266,0,0,1,2026-05-15 21:29:39
821,45.03,0.738,1,1,1,2026-05-15 21:29:39
822,3.76,0.007,0,0,1,2026-05-15 21:29:39
823,201.8,0.0163,0,0,1,2026-05-15 21:29:39
824,34.95,0.0158,0,0,1,2026-05-15 21:29:39
825,3.9,0.9997,1,1,1,2026-05-15 21:29:40
826,64.6,0.013,0,0,1,2026-05-15 21:29:40
827,236.01,0.0183,0,0,1,2026-05-15 21:29:40
828,6.62,0.9984,1,1,1,2026-05-15 21:29:40
829,84.28,0.9994,1,1,1,2026-05-15 21:29:40
830,1242.35,0.0637,0,0,1,2026-05-15 21:29:40
831,8.3,0.9996,1,1,1,2026-05-15 21:29:40
832,2.0,0.0861,0,0,1,2026-05-15 21:29:40
833,2.99,0.0263,0,0,1,2026-05-15 21:29:40
834,31.91,0.2909,0,1,0,2026-05-15 21:29:40
835,1.0,0.9844,1,1,1,2026-05-15 21:29:40
836,9.99,0.0312,0,0,1,2026-05-15 21:29:40
837,9.23,0.0125,0,0,1,2026-05-15 21:29:40
838,11.5,0.0126,0,0,1,2026-05-15 21:29:40
839,10.64,0.1584,0,0,1,2026-05-15 21:29:40
840,1.0,0.0113,0,0,1,2026-05-15 21:29:40
841,5.49,0.0125,0,0,1,2026-05-15 21:29:40
842,0.22,0.0384,0,0,1,2026-05-15 21:29:41
843,500.0,0.0266,0,0,1,2026-05-15 21:29:41
844,4.56,0.9997,1,1,1,2026-05-15 21:29:41
845,11.5,0.036,0,0,1,2026-05-15 21:29:41
846,43.84,0.0123,0,0,1,2026-05-15 21:29:41
847,0.92,0.0092,0,0,1,2026-05-15 21:29:41
848,324.59,0.9833,1,1,1,2026-05-15 21:29:41
849,35.9,0.0143,0,0,1,2026-05-15 21:29:41
850,1.0,0.9996,1,1,1,2026-05-15 21:29:41
851,179.66,0.3777,0,1,0,2026-05-15 21:29:41
852,10.78,0.0379,0,0,1,2026-05-15 21:29:41
853,385.77,0.1019,0,0,1,2026-05-15 21:29:41
854,6.27,0.9996,1,1,1,2026-05-15 21:29:41
855,53.95,0.9997,1,1,1,2026-05-15 21:29:41
856,1.0,0.9996,1,1,1,2026-05-15 21:29:41
857,19.0,0.0077,0,0,1,2026-05-15 21:29:41
858,1.0,0.9996,1,1,1,2026-05-15 21:29:41
859,77.89,0.9974,1,1,1,2026-05-15 21:29:41
860,0.01,0.0199,0,0,1,2026-05-15 21:29:41
861,1.0,0.9996,1,1,1,2026-05-15 21:29:41
862,1.0,0.5471,1,1,1,2026-05-15 21:29:41
863,2.22,0.9847,1,1,1,2026-05-15 21:29:41
864,15.72,0.0915,0,0,1,2026-05-15 21:29:41
865,108.51,0.8162,1,1,1,2026-05-15 21:29:42
866,728.0,0.1364,0,0,1,2026-05-15 21:29:42
867,49.83,0.0139,0,0,1,2026-05-15 21:29:42
868,139.9,0.9997,1,1,1,2026-05-15 21:29:42
869,99.99,0.9997,1,1,1,2026-05-15 21:29:42
870,45.51,0.9952,1,1,1,2026-05-15 21:29:42
871,45.0,0.0259,0,0,1,2026-05-15 21:29:42
872,9.99,0.9796,1,1,1,2026-05-15 21:29:42
873,15.98,0.0049,0,0,1,2026-05-15 21:29:42
874,0.89,0.0173,0,0,1,2026-05-15 21:29:42
875,38.27,0.0565,0,0,1,2026-05-15 21:29:42
876,1.98,0.0064,0,0,1,2026-05-15 21:29:42
877,99.99,0.9997,1,1,1,2026-05-15 21:29:42
878,0.0,0.0713,0,0,1,2026-05-15 21:29:42
879,1.0,0.9983,1,1,1,2026-05-15 21:29:42
880,0.76,0.6994,1,1,1,2026-05-15 21:29:42
881,3.79,0.5903,1,1,1,2026-05-15 21:29:42
882,0.76,0.0945,0,0,1,2026-05-15 21:29:43
883,362.55,0.998,1,1,1,2026-05-15 21:29:43
884,5.0,0.9997,1,1,1,2026-05-15 21:29:43
885,49.99,0.0051,0,0,1,2026-05-15 21:29:43
886,720.38,0.9995,1,1,1,2026-05-15 21:29:43
887,391.68,0.0789,0,0,1,2026-05-15 21:29:43
888,1.0,0.9996,1,1,1,2026-05-15 21:29:43
889,106.7,0.0244,0,0,1,2026-05-15 21:29:43
890,0.0,0.9971,1,1,1,2026-05-15 21:29:43
891,64.88,0.0372,0,0,1,2026-05-15 21:29:43
892,65.11,0.0505,0,0,1,2026-05-15 21:29:43
893,0.99,0.013,0,0,1,2026-05-15 21:29:43
894,8.54,0.9997,1,1,1,2026-05-15 21:29:43
895,59.14,0.1176,0,0,1,2026-05-15 21:29:43
896,1.0,0.9855,1,1,1,2026-05-15 21:29:43
897,6.7,0.1117,0,0,1,2026-05-15 21:29:43
898,3.14,0.9742,1,1,1,2026-05-15 21:29:44
899,35.0,0.9895,1,1,1,2026-05-15 21:29:44
900,127.48,0.016,0,0,1,2026-05-15 21:29:44
901,26.99,0.0035,0,0,1,2026-05-15 21:29:44
902,36.0,0.0483,0,0,1,2026-05-15 21:29:44
903,12.31,0.9997,1,1,1,2026-05-15 21:29:44
904,319.2,0.9977,1,1,1,2026-05-15 21:29:44
905,1.0,0.7592,1,1,1,2026-05-15 21:29:44
906,6.23,0.0076,0,0,1,2026-05-15 21:29:44
907,53.95,0.0709,0,0,1,2026-05-15 21:29:44
908,0.77,0.9856,1,1,1,2026-05-15 21:29:44
909,60.0,0.027,0,0,1,2026-05-15 21:29:44
910,1.0,0.8161,1,1,1,2026-05-15 21:29:44
911,2.58,0.018,0,0,1,2026-05-15 21:29:44
912,8.99,0.0054,0,0,1,2026-05-15 21:29:44
913,1.0,0.9834,1,1,1,2026-05-15 21:29:44
914,7.6,0.0073,0,0,1,2026-05-15 21:29:44
915,0.0,0.9986,1,1,1,2026-05-15 21:29:45
916,529.0,0.359,0,1,0,2026-05-15 21:29:45
917,29.99,0.02,0,0,1,2026-05-15 21:29:45
918,0.89,0.0573,0,0,1,2026-05-15 21:29:45
919,204.9,0.0282,0,0,1,2026-05-15 21:29:45
920,99.99,0.9997,1,1,1,2026-05-15 21:29:45
921,19.04,0.9786,1,1,1,2026-05-15 21:29:45
922,1.0,0.9997,1,1,1,2026-05-15 21:29:45
923,7.2,0.0341,0,0,1,2026-05-15 21:29:45
924,435.7,0.0275,0,0,1,2026-05-15 21:29:45
925,0.76,0.9958,1,1,1,2026-05-15 21:29:45
926,1096.99,0.8006,1,1,1,2026-05-15 21:29:45
927,0.0,0.9808,1,1,1,2026-05-15 21:29:45
928,125.3,0.9994,1,1,1,2026-05-15 21:29:45
929,0.0,0.9997,1,1,1,2026-05-15 21:29:45
930,192.63,0.0442,0,0,1,2026-05-15 21:29:45
931,3.96,0.0122,0,0,1,2026-05-15 21:29:46
