id,transaction_id,amount,fraud_probability,prediction,alert_time,severity
422,899,35.0,0.9895,1,2026-05-15 14:29:18,HIGH
423,903,12.31,0.9997,1,2026-05-15 14:29:18,HIGH
424,904,319.2,0.9977,1,2026-05-15 14:29:18,HIGH
425,905,1.0,0.7592,1,2026-05-15 14:29:18,MEDIUM
426,908,0.77,0.9856,1,2026-05-15 14:29:18,HIGH
427,910,1.0,0.8161,1,2026-05-15 14:29:18,MEDIUM
428,913,1.0,0.9834,1,2026-05-15 14:29:19,HIGH
429,915,0.0,0.9986,1,2026-05-15 14:29:19,HIGH
430,920,99.99,0.9997,1,2026-05-15 14:29:19,HIGH
431,921,19.04,0.9786,1,2026-05-15 14:29:19,HIGH
432,922,1.0,0.9997,1,2026-05-15 14:29:19,HIGH
433,925,0.76,0.9958,1,2026-05-15 14:29:19,HIGH
434,926,1096.99,0.8006,1,2026-05-15 14:29:19,MEDIUM
435,927,0.0,0.9808,1,2026-05-15 14:29:19,HIGH
436,928,125.3,0.9994,1,2026-05-15 14:29:19,HIGH
437,929,0.0,0.9997,1,2026-05-15 14:29:19,HIGH
438,932,7.59,0.9997,1,2026-05-15 14:29:19,HIGH
439,934,16.48,0.9931,1,2026-05-15 14:29:20,HIGH
440,935,1.0,0.9996,1,2026-05-15 14:29:20,HIGH
441,936,45.48,0.9997,1,2026-05-15 14:29:20,HIGH
442,938,1.0,0.979,1,2026-05-15 14:29:20,HIGH
443,939,0.0,0.9997,1,2026-05-15 14:29:20,HIGH
444,940,99.99,0.9997,1,2026-05-15 14:29:20,HIGH
445,945,634.3,0.8345,1,2026-05-15 14:29:20,MEDIUM
446,949,311.28,0.9954,1,2026-05-15 14:29:20,HIGH
447,954,444.17,0.9996,1,2026-05-15 14:29:20,HIGH
448,957,0.77,0.9996,1,2026-05-15 14:29:21,HIGH
449,960,99.99,0.9997,1,2026-05-15 14:29:21,HIGH
450,961,4.69,0.9997,1,2026-05-15 14:29:21,HIGH
451,965,1.0,0.982,1,2026-05-15 14:29:21,HIGH
452,966,1.1,0.9992,1,2026-05-15 14:29:21,HIGH
453,967,97.0,0.9996,1,2026-05-15 14:29:21,HIGH
454,968,0.77,0.9996,1,2026-05-15 14:29:21,HIGH
455,969,208.58,0.8412,1,2026-05-15 14:29:21,MEDIUM
456,970,1.0,0.9997,1,2026-05-15 14:29:21,HIGH
457,972,1.0,0.9995,1,2026-05-15 14:29:21,HIGH
458,973,0.0,0.9989,1,2026-05-15 14:29:21,HIGH
459,975,8.9,0.9987,1,2026-05-15 14:29:21,HIGH
460,976,42.53,0.8013,1,2026-05-15 14:29:22,MEDIUM
461,977,1.0,0.9997,1,2026-05-15 14:29:22,HIGH
462,979,104.03,0.9997,1,2026-05-15 14:29:22,HIGH
463,981,273.01,0.9997,1,2026-05-15 14:29:22,HIGH
464,984,14.46,0.9997,1,2026-05-15 14:29:22,HIGH
465,985,720.8,0.9059,1,2026-05-15 14:29:22,HIGH
466,986,717.15,0.9974,1,2026-05-15 14:29:22,HIGH
467,987,0.77,0.9996,1,2026-05-15 14:29:22,HIGH
468,988,2.28,0.9996,1,2026-05-15 14:29:22,HIGH
469,989,0.0,0.9604,1,2026-05-15 14:29:22,HIGH
470,990,187.11,0.7864,1,2026-05-15 14:29:22,MEDIUM
471,991,0.0,0.9997,1,2026-05-15 14:29:22,HIGH
472,993,1.0,0.9997,1,2026-05-15 14:29:22,HIGH
473,995,99.99,0.9997,1,2026-05-15 14:29:22,HIGH
474,996,1.0,0.9979,1,2026-05-15 14:29:22,HIGH
475,997,354.33,0.6951,1,2026-05-15 14:29:23,LOW
476,999,50.0,0.9841,1,2026-05-15 14:29:23,HIGH
477,1000,12.31,0.9918,1,2026-05-15 14:29:23,HIGH
478,5,1.0,0.9995,1,2026-05-15 14:29:58,HIGH
479,10,802.52,0.8944,1,2026-05-15 14:29:58,MEDIUM
480,12,99.99,0.9997,1,2026-05-15 14:29:58,HIGH
481,17,323.77,0.9442,1,2026-05-15 14:29:58,HIGH
482,20,1.0,0.9996,1,2026-05-15 14:29:58,HIGH
483,22,0.0,0.9977,1,2026-05-15 14:29:58,HIGH
484,23,175.9,0.9996,1,2026-05-15 14:29:58,HIGH
485,25,1402.16,0.9987,1,2026-05-15 14:29:59,HIGH
486,26,318.11,0.9989,1,2026-05-15 14:29:59,HIGH
487,27,111.7,0.9997,1,2026-05-15 14:29:59,HIGH
488,31,0.0,0.9997,1,2026-05-15 14:29:59,HIGH
489,32,1.0,0.9997,1,2026-05-15 14:29:59,HIGH
490,35,1.0,0.9951,1,2026-05-15 14:29:59,HIGH
491,36,1389.56,0.9992,1,2026-05-15 14:29:59,HIGH
492,40,99.99,0.9997,1,2026-05-15 14:29:59,HIGH
493,41,8.64,0.9997,1,2026-05-15 14:29:59,HIGH
494,42,1.0,0.9997,1,2026-05-15 14:29:59,HIGH
495,43,37.93,0.9997,1,2026-05-15 14:29:59,HIGH
496,45,316.06,0.9997,1,2026-05-15 14:30:00,HIGH
497,46,240.77,0.9997,1,2026-05-15 14:30:00,HIGH
498,49,10.7,0.9994,1,2026-05-15 14:30:00,HIGH
499,53,0.2,0.8203,1,2026-05-15 14:30:00,MEDIUM
500,55,1.0,0.9996,1,2026-05-15 14:30:00,HIGH
501,56,0.0,0.9996,1,2026-05-15 14:30:00,HIGH
502,58,1.0,0.9996,1,2026-05-15 14:30:00,HIGH
503,59,7.53,0.9996,1,2026-05-15 14:30:00,HIGH
504,61,0.01,0.9997,1,2026-05-15 14:30:00,HIGH
505,62,1.0,0.9996,1,2026-05-15 14:30:00,HIGH
506,64,1.1,0.9995,1,2026-05-15 14:30:00,HIGH
507,69,99.99,0.9997,1,2026-05-15 14:30:01,HIGH
508,71,1.0,0.948,1,2026-05-15 14:30:01,HIGH
509,75,600.73,0.9977,1,2026-05-15 14:30:01,HIGH
510,76,1.0,0.9923,1,2026-05-15 14:30:01,HIGH
511,78,3.79,0.8699,1,2026-05-15 14:30:01,MEDIUM
512,80,30.31,0.9997,1,2026-05-15 14:30:01,HIGH
513,82,99.99,0.9997,1,2026-05-15 14:30:01,HIGH
514,83,252.92,0.9997,1,2026-05-15 14:30:01,HIGH
515,84,99.99,0.9997,1,2026-05-15 14:30:01,HIGH
516,85,1.0,0.9996,1,2026-05-15 14:30:01,HIGH
517,90,1.0,0.7718,1,2026-05-15 14:30:02,MEDIUM
518,91,480.72,0.8929,1,2026-05-15 14:30:02,MEDIUM
519,92,0.0,0.9989,1,2026-05-15 14:30:02,HIGH
520,94,1354.25,0.9989,1,2026-05-15 14:30:02,HIGH
521,96,237.26,0.9914,1,2026-05-15 14:30:02,HIGH
522,98,19.02,0.9969,1,2026-05-15 14:30:02,HIGH
523,99,99.99,0.9997,1,2026-05-15 14:30:02,HIGH
524,102,186.13,0.9994,1,2026-05-15 14:30:02,HIGH
525,104,1.0,0.9834,1,2026-05-15 14:30:02,HIGH
526,109,99.99,0.9997,1,2026-05-15 14:30:03,HIGH
527,115,0.0,0.9996,1,2026-05-15 14:30:03,HIGH
528,116,1.1,0.9889,1,2026-05-15 14:30:03,HIGH
529,117,153.46,0.9997,1,2026-05-15 14:30:03,HIGH
530,120,75.86,0.9996,1,2026-05-15 14:30:03,HIGH
531,122,1.59,0.9995,1,2026-05-15 14:30:03,HIGH
532,124,60.0,0.9737,1,2026-05-15 14:30:03,HIGH
533,125,0.76,0.7807,1,2026-05-15 14:30:03,MEDIUM
534,128,1.0,0.9997,1,2026-05-15 14:30:03,HIGH
535,133,0.0,0.9997,1,2026-05-15 14:30:04,HIGH
536,136,1.0,0.9996,1,2026-05-15 14:30:04,HIGH
537,137,459.07,0.9994,1,2026-05-15 14:30:04,HIGH
538,138,0.0,0.9721,1,2026-05-15 14:30:04,HIGH
539,139,1.0,0.9996,1,2026-05-15 14:30:04,HIGH
540,140,99.99,0.9997,1,2026-05-15 14:30:04,HIGH
541,141,1218.89,0.9896,1,2026-05-15 14:30:04,HIGH
542,142,99.85,0.9997,1,2026-05-15 14:30:04,HIGH
543,144,451.27,0.8537,1,2026-05-15 14:30:04,MEDIUM
544,148,30.14,0.7477,1,2026-05-15 14:30:04,MEDIUM
545,150,33.76,0.6103,1,2026-05-15 14:30:04,LOW
546,152,0.76,0.9996,1,2026-05-15 14:30:04,HIGH
547,154,122.68,0.9996,1,2026-05-15 14:30:05,HIGH
548,156,7.06,0.9713,1,2026-05-15 14:30:05,HIGH
549,157,104.03,0.9997,1,2026-05-15 14:30:05,HIGH
550,159,3.76,0.9711,1,2026-05-15 14:30:05,HIGH
551,167,44.9,0.9997,1,2026-05-15 14:30:05,HIGH
552,169,11.4,0.9996,1,2026-05-15 14:30:05,HIGH
553,170,1.0,0.9997,1,2026-05-15 14:30:05,HIGH
554,171,2125.87,0.8583,1,2026-05-15 14:30:05,MEDIUM
555,172,0.38,0.999,1,2026-05-15 14:30:05,HIGH
556,173,112.33,0.9997,1,2026-05-15 14:30:05,HIGH
557,175,349.08,0.9984,1,2026-05-15 14:30:06,HIGH
558,176,45.51,0.9997,1,2026-05-15 14:30:06,HIGH
559,177,1.0,0.926,1,2026-05-15 14:30:06,HIGH
560,178,106.9,0.9996,1,2026-05-15 14:30:06,HIGH
561,183,2.0,0.9995,1,2026-05-15 14:30:06,HIGH
562,186,99.99,0.9996,1,2026-05-15 14:30:06,HIGH
563,188,3.22,0.7293,1,2026-05-15 14:30:06,MEDIUM
564,194,18.98,0.9976,1,2026-05-15 14:30:07,HIGH
565,195,1.0,0.9991,1,2026-05-15 14:30:07,HIGH
566,196,2.0,0.9989,1,2026-05-15 14:30:07,HIGH
567,197,0.76,0.9943,1,2026-05-15 14:30:07,HIGH
568,198,1.0,0.9835,1,2026-05-15 14:30:07,HIGH
569,200,99.99,0.9997,1,2026-05-15 14:30:07,HIGH
570,201,1.0,0.998,1,2026-05-15 14:30:07,HIGH
571,207,99.99,0.9997,1,2026-05-15 14:30:07,HIGH
572,211,99.99,0.9997,1,2026-05-15 14:30:07,HIGH
573,212,1.0,0.9973,1,2026-05-15 14:30:07,HIGH
574,216,1.0,0.9996,1,2026-05-15 14:30:08,HIGH
575,218,219.8,0.9996,1,2026-05-15 14:30:08,HIGH
576,221,188.52,0.9997,1,2026-05-15 14:30:08,HIGH
577,224,1.0,0.9996,1,2026-05-15 14:30:08,HIGH
578,226,239.93,0.909,1,2026-05-15 14:30:08,HIGH
579,228,0.0,0.9996,1,2026-05-15 14:30:08,HIGH
580,231,346.94,0.9996,1,2026-05-15 14:30:08,HIGH
581,233,12.31,0.9248,1,2026-05-15 14:30:09,HIGH
582,235,1.0,0.9996,1,2026-05-15 14:30:09,HIGH
583,236,30.39,0.9997,1,2026-05-15 14:30:09,HIGH
584,239,1.0,0.954,1,2026-05-15 14:30:09,HIGH
585,240,1.0,0.9971,1,2026-05-15 14:30:09,HIGH
586,241,59.0,0.9393,1,2026-05-15 14:30:09,HIGH
587,242,101.5,0.9994,1,2026-05-15 14:30:09,HIGH
588,245,30.31,0.9997,1,2026-05-15 14:30:09,HIGH
589,246,0.76,0.9997,1,2026-05-15 14:30:09,HIGH
590,247,0.0,0.9989,1,2026-05-15 14:30:09,HIGH
591,248,99.99,0.9997,1,2026-05-15 14:30:09,HIGH
592,249,30.3,0.948,1,2026-05-15 14:30:09,HIGH
593,250,38.76,0.986,1,2026-05-15 14:30:09,HIGH
594,251,0.68,0.9939,1,2026-05-15 14:30:09,HIGH
595,255,120.54,0.9796,1,2026-05-15 14:30:10,HIGH
596,256,1.63,0.9996,1,2026-05-15 14:30:10,HIGH
597,260,1.0,0.9994,1,2026-05-15 14:30:10,HIGH
598,262,0.77,0.9996,1,2026-05-15 14:30:10,HIGH
599,263,9.13,0.9997,1,2026-05-15 14:30:10,HIGH
600,264,0.0,0.9997,1,2026-05-15 14:30:10,HIGH
601,265,65.0,0.9996,1,2026-05-15 14:30:10,HIGH
602,268,276.17,0.9075,1,2026-05-15 14:30:10,HIGH
603,270,723.21,0.933,1,2026-05-15 14:30:10,HIGH
604,271,245.0,0.9995,1,2026-05-15 14:30:10,HIGH
605,272,88.23,0.9997,1,2026-05-15 14:30:11,HIGH
606,274,254.76,0.9997,1,2026-05-15 14:30:11,HIGH
607,276,1.0,0.9996,1,2026-05-15 14:30:11,HIGH
608,277,113.92,0.9996,1,2026-05-15 14:30:11,HIGH
609,279,0.68,0.99,1,2026-05-15 14:30:11,HIGH
610,283,238.9,0.9995,1,2026-05-15 14:30:11,HIGH
611,284,261.22,0.8382,1,2026-05-15 14:30:11,MEDIUM
612,285,290.18,0.6486,1,2026-05-15 14:30:11,LOW
613,287,105.89,0.9867,1,2026-05-15 14:30:11,HIGH
614,288,247.86,0.9854,1,2026-05-15 14:30:11,HIGH
615,289,1.0,0.9996,1,2026-05-15 14:30:11,HIGH
616,294,0.77,0.9995,1,2026-05-15 14:30:12,HIGH
617,295,11.0,0.9993,1,2026-05-15 14:30:12,HIGH
618,296,4.97,0.9995,1,2026-05-15 14:30:12,HIGH
619,298,0.76,0.9997,1,2026-05-15 14:30:12,HIGH
620,299,1.0,0.9986,1,2026-05-15 14:30:12,HIGH
621,300,1.0,0.7881,1,2026-05-15 14:30:12,MEDIUM
622,302,0.01,0.9997,1,2026-05-15 14:30:12,HIGH
623,303,0.0,0.7507,1,2026-05-15 14:30:12,MEDIUM
624,304,996.27,0.9854,1,2026-05-15 14:30:12,HIGH
625,307,0.92,0.908,1,2026-05-15 14:30:12,HIGH
626,315,357.95,0.9051,1,2026-05-15 14:30:13,HIGH
627,316,1504.93,0.9973,1,2026-05-15 14:30:13,HIGH
628,317,1.0,0.9996,1,2026-05-15 14:30:13,HIGH
629,320,294.9,0.9997,1,2026-05-15 14:30:13,HIGH
630,321,99.99,0.9997,1,2026-05-15 14:30:13,HIGH
631,322,1.0,0.9997,1,2026-05-15 14:30:13,HIGH
632,323,78.0,0.9997,1,2026-05-15 14:30:13,HIGH
633,327,0.01,0.9985,1,2026-05-15 14:30:13,HIGH
634,328,19.95,0.5415,1,2026-05-15 14:30:13,LOW
635,330,39.45,0.9996,1,2026-05-15 14:30:13,HIGH
636,332,1.0,0.9996,1,2026-05-15 14:30:14,HIGH
637,335,0.0,0.7334,1,2026-05-15 14:30:14,MEDIUM
638,336,1.0,0.9996,1,2026-05-15 14:30:14,HIGH
639,341,0.77,0.9996,1,2026-05-15 14:30:14,HIGH
640,344,37.32,0.9997,1,2026-05-15 14:30:14,HIGH
641,345,0.01,0.999,1,2026-05-15 14:30:14,HIGH
642,346,94.82,0.9996,1,2026-05-15 14:30:14,HIGH
643,349,18.96,0.9995,1,2026-05-15 14:30:14,HIGH
644,351,130.44,0.9997,1,2026-05-15 14:30:14,HIGH
645,352,252.92,0.9997,1,2026-05-15 14:30:14,HIGH
646,354,99.99,0.9997,1,2026-05-15 14:30:15,HIGH
647,355,18.0,0.9987,1,2026-05-15 14:30:15,HIGH
648,356,106.55,0.9997,1,2026-05-15 14:30:15,HIGH
649,357,316.06,0.9997,1,2026-05-15 14:30:15,HIGH
650,358,1.59,0.9995,1,2026-05-15 14:30:15,HIGH
651,359,33.59,0.9993,1,2026-05-15 14:30:15,HIGH
652,360,648.0,0.9996,1,2026-05-15 14:30:15,HIGH
653,361,0.0,0.9995,1,2026-05-15 14:30:15,HIGH
654,363,172.32,0.9997,1,2026-05-15 14:30:15,HIGH
655,364,51.37,0.9995,1,2026-05-15 14:30:15,HIGH
656,365,99.99,0.9997,1,2026-05-15 14:30:15,HIGH
657,366,1.0,0.9995,1,2026-05-15 14:30:15,HIGH
658,368,1.75,0.9995,1,2026-05-15 14:30:15,HIGH
659,369,925.31,0.9961,1,2026-05-15 14:30:15,HIGH
660,373,1.0,0.9995,1,2026-05-15 14:30:15,HIGH
661,374,8.0,0.9995,1,2026-05-15 14:30:16,HIGH
662,375,1.0,0.9995,1,2026-05-15 14:30:16,HIGH
663,377,127.14,0.9997,1,2026-05-15 14:30:16,HIGH
664,378,23.36,0.9895,1,2026-05-15 14:30:16,HIGH
665,381,426.4,0.9993,1,2026-05-15 14:30:16,HIGH
666,382,204.27,0.9989,1,2026-05-15 14:30:16,HIGH
667,384,3.79,0.9789,1,2026-05-15 14:30:16,HIGH
668,385,101.5,0.9984,1,2026-05-15 14:30:16,HIGH
669,388,364.19,0.9896,1,2026-05-15 14:30:16,HIGH
670,391,7.52,0.9997,1,2026-05-15 14:30:16,HIGH
671,392,3.93,0.7559,1,2026-05-15 14:30:16,MEDIUM
672,394,0.76,0.9992,1,2026-05-15 14:30:17,HIGH
673,396,3.12,0.9435,1,2026-05-15 14:30:17,HIGH
674,397,0.76,0.929,1,2026-05-15 14:30:17,HIGH
675,398,1.0,0.9996,1,2026-05-15 14:30:17,HIGH
676,401,1809.68,0.5584,1,2026-05-15 14:30:17,LOW
677,402,7.59,0.6952,1,2026-05-15 14:30:17,LOW
678,408,22.04,0.9974,1,2026-05-15 14:30:17,HIGH
679,409,1.0,0.9996,1,2026-05-15 14:30:17,HIGH
680,414,1.0,0.9997,1,2026-05-15 14:30:18,HIGH
681,421,1.0,0.9996,1,2026-05-15 14:30:18,HIGH
682,423,39.9,0.9866,1,2026-05-15 14:30:18,HIGH
683,425,2.0,0.9958,1,2026-05-15 14:30:18,HIGH
684,426,25.0,0.9976,1,2026-05-15 14:30:18,HIGH
685,427,0.68,0.999,1,2026-05-15 14:30:18,HIGH
686,428,99.99,0.9997,1,2026-05-15 14:30:18,HIGH
687,430,0.0,0.9997,1,2026-05-15 14:30:18,HIGH
688,431,6.99,0.9486,1,2026-05-15 14:30:18,HIGH
689,432,144.62,0.9994,1,2026-05-15 14:30:18,HIGH
690,433,80.22,0.9994,1,2026-05-15 14:30:19,HIGH
691,434,6.74,0.9997,1,2026-05-15 14:30:19,HIGH
692,435,1.0,0.9997,1,2026-05-15 14:30:19,HIGH
693,436,1.0,0.9994,1,2026-05-15 14:30:19,HIGH
694,437,311.91,0.9199,1,2026-05-15 14:30:19,HIGH
695,438,67.9,0.9995,1,2026-05-15 14:30:19,HIGH
696,441,549.06,0.7448,1,2026-05-15 14:30:19,MEDIUM
697,448,261.87,0.6249,1,2026-05-15 14:30:19,LOW
698,453,39.45,0.9995,1,2026-05-15 14:30:20,HIGH
699,454,360.0,0.9976,1,2026-05-15 14:30:20,HIGH
700,455,99.9,0.9997,1,2026-05-15 14:30:20,HIGH
701,459,80.9,0.998,1,2026-05-15 14:30:20,HIGH
702,460,1.0,0.9997,1,2026-05-15 14:30:20,HIGH
703,461,99.99,0.9997,1,2026-05-15 14:30:20,HIGH
704,462,88.23,0.9997,1,2026-05-15 14:30:20,HIGH
705,465,345.0,0.9689,1,2026-05-15 14:30:20,HIGH
706,466,1.0,0.9296,1,2026-05-15 14:30:20,HIGH
707,467,5.3,0.9997,1,2026-05-15 14:30:20,HIGH
708,468,1.18,0.9996,1,2026-05-15 14:30:20,HIGH
709,470,0.77,0.9996,1,2026-05-15 14:30:20,HIGH
710,471,144.8,0.9996,1,2026-05-15 14:30:21,HIGH
711,472,19.02,0.9997,1,2026-05-15 14:30:21,HIGH
712,474,1.52,0.5603,1,2026-05-15 14:30:21,LOW
713,475,147.87,0.9993,1,2026-05-15 14:30:21,HIGH
714,482,60.6,0.9994,1,2026-05-15 14:30:21,HIGH
715,483,1.0,0.9989,1,2026-05-15 14:30:21,HIGH
716,484,22.47,0.8834,1,2026-05-15 14:30:21,MEDIUM
717,486,766.36,0.9997,1,2026-05-15 14:30:21,HIGH
718,487,1.0,0.9997,1,2026-05-15 14:30:21,HIGH
719,488,9.82,0.9987,1,2026-05-15 14:30:21,HIGH
720,489,99.99,0.9997,1,2026-05-15 14:30:21,HIGH
721,494,111.7,0.9997,1,2026-05-15 14:30:22,HIGH
722,495,0.0,0.9879,1,2026-05-15 14:30:22,HIGH
723,496,1.0,0.9996,1,2026-05-15 14:30:22,HIGH
724,497,1.0,0.9997,1,2026-05-15 14:30:22,HIGH
725,498,0.0,0.9997,1,2026-05-15 14:30:22,HIGH
726,503,727.91,0.9994,1,2026-05-15 14:30:22,HIGH
727,508,1.0,0.9857,1,2026-05-15 14:30:22,HIGH
728,511,1.0,0.9921,1,2026-05-15 14:30:23,HIGH
729,513,2.28,0.9996,1,2026-05-15 14:30:23,HIGH
730,514,1.0,0.9996,1,2026-05-15 14:30:23,HIGH
731,515,1.63,0.9997,1,2026-05-15 14:30:23,HIGH
732,517,489.71,0.9993,1,2026-05-15 14:30:23,HIGH
733,518,0.83,0.9997,1,2026-05-15 14:30:23,HIGH
734,520,1.0,0.9996,1,2026-05-15 14:30:23,HIGH
735,521,17.06,0.9994,1,2026-05-15 14:30:23,HIGH
736,524,104.0,0.9997,1,2026-05-15 14:30:23,HIGH
737,525,1.0,0.9713,1,2026-05-15 14:30:23,HIGH
738,528,454.82,0.9993,1,2026-05-15 14:30:23,HIGH
739,530,0.76,0.9009,1,2026-05-15 14:30:24,HIGH
740,532,99.99,0.9997,1,2026-05-15 14:30:24,HIGH
741,534,9.21,0.962,1,2026-05-15 14:30:24,HIGH
742,536,17.39,0.9588,1,2026-05-15 14:30:24,HIGH
743,537,1.0,0.9991,1,2026-05-15 14:30:24,HIGH
744,538,730.86,0.9965,1,2026-05-15 14:30:24,HIGH
745,540,1.0,0.9997,1,2026-05-15 14:30:24,HIGH
746,541,0.01,0.9997,1,2026-05-15 14:30:24,HIGH
747,542,2.0,0.9993,1,2026-05-15 14:30:24,HIGH
748,543,824.83,0.9945,1,2026-05-15 14:30:24,HIGH
749,544,390.0,0.9993,1,2026-05-15 14:30:24,HIGH
750,545,1.52,0.9997,1,2026-05-15 14:30:24,HIGH
751,550,59.68,0.9997,1,2026-05-15 14:30:24,HIGH
752,551,11.38,0.9997,1,2026-05-15 14:30:25,HIGH
753,552,156.0,0.9991,1,2026-05-15 14:30:25,HIGH
754,554,99.99,0.9893,1,2026-05-15 14:30:25,HIGH
755,557,93.35,0.9962,1,2026-05-15 14:30:25,HIGH
756,558,512.25,0.9997,1,2026-05-15 14:30:25,HIGH
757,559,188.78,0.9996,1,2026-05-15 14:30:25,HIGH
758,560,2.27,0.9987,1,2026-05-15 14:30:25,HIGH
759,561,270.0,0.9995,1,2026-05-15 14:30:25,HIGH
760,565,1.0,0.998,1,2026-05-15 14:30:25,HIGH
761,566,1.0,0.9997,1,2026-05-15 14:30:25,HIGH
762,568,188.52,0.9997,1,2026-05-15 14:30:25,HIGH
763,569,2.28,0.9997,1,2026-05-15 14:30:26,HIGH
764,572,173.07,0.9995,1,2026-05-15 14:30:26,HIGH
765,574,1.0,0.9996,1,2026-05-15 14:30:26,HIGH
766,575,0.76,0.9997,1,2026-05-15 14:30:26,HIGH
767,577,1.0,0.999,1,2026-05-15 14:30:26,HIGH
768,578,296.0,0.9968,1,2026-05-15 14:30:26,HIGH
769,579,0.69,0.8775,1,2026-05-15 14:30:26,MEDIUM
770,581,1.0,0.9996,1,2026-05-15 14:30:26,HIGH
771,582,1.0,0.9997,1,2026-05-15 14:30:26,HIGH
772,586,320.01,0.9996,1,2026-05-15 14:30:26,HIGH
773,590,112.45,0.9961,1,2026-05-15 14:30:27,HIGH
774,596,1.0,0.9995,1,2026-05-15 14:30:27,HIGH
775,597,52.69,0.9996,1,2026-05-15 14:30:27,HIGH
776,601,1.0,0.9996,1,2026-05-15 14:30:27,HIGH
777,602,0.76,0.9997,1,2026-05-15 14:30:27,HIGH
778,603,571.48,0.929,1,2026-05-15 14:30:27,HIGH
779,604,129.0,0.6653,1,2026-05-15 14:30:27,LOW
780,607,1.0,0.9997,1,2026-05-15 14:30:27,HIGH
781,608,83.38,0.9997,1,2026-05-15 14:30:28,HIGH
782,611,0.83,0.9997,1,2026-05-15 14:30:28,HIGH
783,612,209.65,0.9997,1,2026-05-15 14:30:28,HIGH
784,620,1.0,0.9996,1,2026-05-15 14:30:28,HIGH
785,622,7.58,0.8293,1,2026-05-15 14:30:28,MEDIUM
786,624,0.76,0.9994,1,2026-05-15 14:30:28,HIGH
787,625,1.0,0.9994,1,2026-05-15 14:30:28,HIGH
788,627,1.0,0.9996,1,2026-05-15 14:30:28,HIGH
789,632,39.98,0.9952,1,2026-05-15 14:30:29,HIGH
790,633,1.18,0.9996,1,2026-05-15 14:30:29,HIGH
791,636,1.0,0.9996,1,2026-05-15 14:30:29,HIGH
792,637,1.0,0.9981,1,2026-05-15 14:30:29,HIGH
793,639,1.0,0.9556,1,2026-05-15 14:30:29,HIGH
794,641,40.0,0.8293,1,2026-05-15 14:30:29,MEDIUM
795,642,1.0,0.9996,1,2026-05-15 14:30:29,HIGH
796,643,1.0,0.9997,1,2026-05-15 14:30:29,HIGH
797,645,4.87,0.9993,1,2026-05-15 14:30:29,HIGH
798,646,0.77,0.9983,1,2026-05-15 14:30:29,HIGH
799,651,5.09,0.8887,1,2026-05-15 14:30:30,MEDIUM
800,659,19.73,0.9991,1,2026-05-15 14:30:30,HIGH
801,661,1.0,0.9996,1,2026-05-15 14:30:30,HIGH
802,665,3.79,0.9997,1,2026-05-15 14:30:30,HIGH
803,666,1.0,0.9996,1,2026-05-15 14:30:30,HIGH
804,668,776.83,0.9215,1,2026-05-15 14:30:30,HIGH
805,669,8.0,0.8973,1,2026-05-15 14:30:31,MEDIUM
806,670,0.77,0.9986,1,2026-05-15 14:30:31,HIGH
807,675,30.26,0.9997,1,2026-05-15 14:30:31,HIGH
808,676,1.0,0.9996,1,2026-05-15 14:30:31,HIGH
809,677,105.99,0.811,1,2026-05-15 14:30:31,MEDIUM
810,678,195.66,0.9987,1,2026-05-15 14:30:31,HIGH
811,680,180.0,0.999,1,2026-05-15 14:30:31,HIGH
812,684,1.0,0.9986,1,2026-05-15 14:30:31,HIGH
813,686,1.0,0.9997,1,2026-05-15 14:30:31,HIGH
814,687,0.76,0.9832,1,2026-05-15 14:30:31,HIGH
815,689,1.0,0.9855,1,2026-05-15 14:30:31,HIGH
816,690,78.0,0.9997,1,2026-05-15 14:30:32,HIGH
817,696,7.57,0.9936,1,2026-05-15 14:30:32,HIGH
818,698,44.9,0.9997,1,2026-05-15 14:30:32,HIGH
819,699,1.0,0.9996,1,2026-05-15 14:30:32,HIGH
820,700,1.0,0.9993,1,2026-05-15 14:30:32,HIGH
821,706,0.76,0.9095,1,2026-05-15 14:30:32,HIGH
822,707,24.9,0.7786,1,2026-05-15 14:30:32,MEDIUM
823,708,88.0,0.9992,1,2026-05-15 14:30:32,HIGH
824,713,119.74,0.9997,1,2026-05-15 14:30:33,HIGH
825,714,94.82,0.9997,1,2026-05-15 14:30:33,HIGH
826,715,18.96,0.9977,1,2026-05-15 14:30:33,HIGH
827,716,1.0,0.9997,1,2026-05-15 14:30:33,HIGH
828,717,45.49,0.9997,1,2026-05-15 14:30:33,HIGH
829,720,1.0,0.9996,1,2026-05-15 14:30:33,HIGH
830,722,45.64,0.9995,1,2026-05-15 14:30:33,HIGH
831,724,310.42,0.9997,1,2026-05-15 14:30:33,HIGH
832,725,1.0,0.9993,1,2026-05-15 14:30:33,HIGH
833,726,723.21,0.9996,1,2026-05-15 14:30:33,HIGH
834,727,118.3,0.9997,1,2026-05-15 14:30:33,HIGH
835,728,170.92,0.9997,1,2026-05-15 14:30:33,HIGH
836,729,5.91,0.9918,1,2026-05-15 14:30:33,HIGH
837,730,9.29,0.9866,1,2026-05-15 14:30:33,HIGH
838,731,124.53,0.9996,1,2026-05-15 14:30:33,HIGH
839,732,667.55,0.9997,1,2026-05-15 14:30:34,HIGH
840,738,34.12,0.9997,1,2026-05-15 14:30:34,HIGH
841,740,592.9,0.9996,1,2026-05-15 14:30:34,HIGH
842,754,130.21,0.9996,1,2026-05-15 14:30:35,HIGH
843,757,512.25,0.9997,1,2026-05-15 14:30:35,HIGH
